datetime,machineID,volt,rotate,pressure,vibration
2015-06-09 13:00:00,1,150.63,349.22,99.1,39.07
2015-06-09 14:00:00,1,177.27,445.06,92.21,44.96
2015-06-09 15:00:00,1,159.42,391.54,92.76,40.16
2015-06-09 16:00:00,1,148.95,376.42,105.95,37.17
2015-06-09 17:00:00,1,176.1,422.67,94.79,34.83
2015-06-09 18:00:00,1,152.52,321.61,103.82,41.58
2015-06-09 19:00:00,1,155.66,483.34,100.53,35.81
2015-06-09 20:00:00,1,184.98,360.85,95.65,33.28
2015-06-09 21:00:00,1,157.64,350.87,105.74,43.93
2015-06-09 22:00:00,1,149.14,481.22,91.96,31.99
2015-06-09 23:00:00,1,140.21,475.61,100.26,42.59
2015-06-10 00:00:00,1,173.24,312.77,91.74,33.82
2015-06-10 01:00:00,1,177.3,345.08,93.47,43.87
2015-06-10 02:00:00,1,181.4,477.44,90.7,38.5
2015-06-10 03:00:00,1,167.78,365.33,100.06,39.34
2015-06-10 04:00:00,1,163.34,496.29,94.6,31.52
2015-06-10 05:00:00,1,165.7,470.08,103.67,33.99
2015-06-10 06:00:00,1,155.87,341.68,98.49,39.94
2015-06-10 07:00:00,1,161.69,344.21,109.46,38.56
2015-06-10 08:00:00,1,174.8,380.37,98.74,32.28
2015-06-10 09:00:00,1,160.33,435.49,102.89,30.22
2015-06-10 10:00:00,1,184.09,304.84,101.29,34.47
2015-06-10 11:00:00,1,179.44,318.82,106.71,31.31
2015-06-10 12:00:00,1,170.02,458.77,100.23,40.59
2015-06-10 13:00:00,1,150.23,328.99,90.74,30.09
2015-06-10 14:00:00,1,157.55,302.35,100.34,39.5
2015-06-10 15:00:00,1,160.79,455.12,97.58,41.44
2015-06-10 16:00:00,1,144.89,340.77,97.95,42.31
2015-06-10 17:00:00,1,152.27,357.5,108.25,35.18
2015-06-10 18:00:00,1,185.11,317.61,98.74,41.77
2015-06-10 19:00:00,1,176.31,346.01,105.17,36.46
2015-06-10 20:00:00,1,151.84,349.03,97.47,39.72
2015-06-10 21:00:00,1,153.44,371.97,97.98,30.11
2015-06-10 22:00:00,1,171.06,480.9,106.6,35.82
2015-06-10 23:00:00,1,148.12,378.52,108.77,33.22
2015-06-11 00:00:00,1,179.47,353.5,103.39,44.38
2015-06-11 01:00:00,1,174.02,485.49,107.2,43.9
2015-06-11 02:00:00,1,153.02,337.37,95.36,43.37
2015-06-11 03:00:00,1,159.99,308.95,92.36,42.64
2015-06-11 04:00:00,1,165.69,440.58,101.69,39.32
2015-06-11 05:00:00,1,163.98,499.91,104.96,44.49
2015-06-11 06:00:00,1,161.11,427.56,98.27,41.75
2015-06-11 07:00:00,1,166.96,330.82,106.47,38.79
2015-06-11 08:00:00,1,170.74,495.93,104.5,36.22
2015-06-11 09:00:00,1,153.34,328.26,91.93,41.51
2015-06-11 10:00:00,1,163.77,491.47,95.72,41.46
2015-06-11 11:00:00,1,180.38,435.07,105.76,38.45
2015-06-11 12:00:00,1,171.66,301.59,91.87,31.75
2015-06-11 13:00:00,1,154.43,451.9,108.92,39.84
2015-06-11 14:00:00,1,166.13,324.22,91.05,32.8
2015-06-11 15:00:00,1,188.7,456.76,103.88,44.42
2015-06-11 16:00:00,1,189.81,308.41,99.36,30.74
2015-06-11 17:00:00,1,148.37,426.71,109.31,35.66
2015-06-11 18:00:00,1,151.95,379.01,103.31,41.26
2015-06-11 19:00:00,1,158.83,448.59,109.62,33.58
2015-06-11 20:00:00,1,171.61,403.02,91.61,43.99
2015-06-11 21:00:00,1,186.16,411.39,91.87,33.99
2015-06-11 22:00:00,1,164.06,318.41,104.96,38.22
2015-06-11 23:00:00,1,171.96,494.46,96.57,40.36
2015-06-12 00:00:00,1,188.31,332.91,95.62,32.28
2015-06-12 01:00:00,1,148.67,391.53,98.51,33.85
2015-06-12 02:00:00,1,180.89,438.85,101.1,40.7
2015-06-12 03:00:00,1,175.86,374.45,107.07,30.36
2015-06-12 04:00:00,1,151.92,347.56,107.15,39.89
2015-06-12 05:00:00,1,160.07,353.0,106.31,39.17
2015-06-12 06:00:00,1,178.82,435.23,102.71,33.43
2015-06-12 07:00:00,1,177.76,357.18,90.4,39.81
2015-06-12 08:00:00,1,177.93,314.13,92.86,39.42
2015-06-12 09:00:00,1,164.82,395.65,95.92,39.6
2015-06-12 10:00:00,1,178.6,440.59,108.2,42.72
2015-06-12 11:00:00,1,144.11,484.92,90.44,39.26
2015-06-12 12:00:00,1,152.65,344.09,106.94,35.73
2015-06-12 13:00:00,1,154.2,453.25,93.84,35.08
2015-06-12 14:00:00,1,185.58,329.51,93.29,42.18
2015-06-12 15:00:00,1,146.49,412.97,94.43,42.15
2015-06-12 16:00:00,1,146.81,390.37,95.24,38.53
2015-06-12 17:00:00,1,167.74,497.27,90.13,31.28
2015-06-12 18:00:00,1,146.08,339.2,97.01,40.73
2015-06-12 19:00:00,1,147.25,339.28,93.02,42.14
2015-06-12 20:00:00,1,143.56,344.37,103.17,41.65
2015-06-12 21:00:00,1,164.77,460.73,102.12,32.56
2015-06-12 22:00:00,1,172.89,338.18,100.64,41.68
2015-06-12 23:00:00,1,143.07,485.13,95.07,35.83
2015-06-13 00:00:00,1,168.48,418.45,102.95,40.57
2015-06-13 01:00:00,1,149.12,338.52,103.72,41.9
2015-06-13 02:00:00,1,172.35,430.76,90.2,40.01
2015-06-13 03:00:00,1,151.87,499.49,103.39,42.67
2015-06-13 04:00:00,1,146.77,318.88,101.54,35.95
2015-06-13 05:00:00,1,145.08,300.93,108.9,30.68
2015-06-13 06:00:00,1,177.98,494.91,102.88,33.52
2015-06-13 07:00:00,1,159.57,346.76,92.74,37.55
2015-06-13 08:00:00,1,179.96,452.94,99.15,30.75
2015-06-13 09:00:00,1,159.51,436.51,92.15,36.35
2015-06-13 10:00:00,1,177.57,330.66,93.23,36.76
2015-06-13 11:00:00,1,145.23,475.83,94.16,35.24
2015-06-13 12:00:00,1,169.01,483.36,106.09,40.26
2015-06-13 13:00:00,1,168.76,472.64,97.71,34.96
2015-06-13 14:00:00,1,184.73,327.52,94.8,36.94
2015-06-13 15:00:00,1,189.26,434.47,108.82,40.17
2015-06-13 16:00:00,1,164.21,465.24,102.31,40.07
2015-06-13 17:00:00,1,168.38,489.83,106.36,38.83
2015-06-13 18:00:00,1,165.65,487.02,104.9,38.4
2015-06-13 19:00:00,1,175.03,434.56,102.71,43.5
2015-06-13 20:00:00,1,162.12,484.27,102.48,34.7
2015-06-13 21:00:00,1,158.09,484.58,95.39,36.61
2015-06-13 22:00:00,1,149.71,380.68,90.94,37.34
2015-06-13 23:00:00,1,145.09,450.23,100.12,42.63
2015-06-14 00:00:00,1,164.27,472.86,93.62,40.66
2015-06-14 01:00:00,1,146.02,456.81,91.06,31.54
2015-06-14 02:00:00,1,152.48,337.37,108.3,35.2
2015-06-14 03:00:00,1,170.53,467.75,104.96,42.13
2015-06-14 04:00:00,1,172.34,418.91,96.44,39.62
2015-06-14 05:00:00,1,149.43,386.28,98.68,30.29
2015-06-14 06:00:00,1,140.14,475.02,92.73,33.6
2015-06-14 07:00:00,1,187.08,349.64,97.11,40.75
2015-06-14 08:00:00,1,185.17,355.54,102.29,31.32
2015-06-14 09:00:00,1,171.16,373.77,106.58,32.33
2015-06-14 10:00:00,1,181.46,413.99,105.69,37.48
2015-06-14 11:00:00,1,185.95,337.24,109.64,33.82
2015-06-14 12:00:00,1,157.11,393.77,98.17,35.52
2015-06-14 13:00:00,1,182.12,314.18,102.78,36.65
2015-06-14 14:00:00,1,178.6,349.67,98.44,35.61
2015-06-14 15:00:00,1,144.88,439.53,97.14,32.49
2015-06-14 16:00:00,1,145.88,483.14,99.34,30.31
2015-06-14 17:00:00,1,141.77,304.87,106.28,43.93
2015-06-14 18:00:00,1,154.75,364.29,93.13,32.58
2015-06-14 19:00:00,1,142.5,478.46,103.14,42.78
2015-06-14 20:00:00,1,158.7,350.71,109.75,33.15
2015-06-14 21:00:00,1,180.32,477.69,105.93,33.22
2015-06-14 22:00:00,1,160.96,326.99,101.67,36.87
2015-06-14 23:00:00,1,170.83,364.92,93.08,44.15
2015-06-15 00:00:00,1,180.67,306.47,105.66,42.19
2015-06-15 01:00:00,1,154.6,462.12,96.71,31.3
2015-06-15 02:00:00,1,188.35,448.78,98.77,40.02
2015-06-15 03:00:00,1,165.92,318.54,100.41,42.11
2015-06-15 04:00:00,1,160.7,457.75,106.7,43.99
2015-06-15 05:00:00,1,158.8,421.51,93.79,44.46
2015-06-15 06:00:00,1,172.59,345.94,92.17,38.1
2015-06-15 07:00:00,1,143.81,316.12,105.68,30.38
2015-06-15 08:00:00,1,173.94,375.44,92.91,30.69
2015-06-15 09:00:00,1,165.28,421.99,101.8,36.85
2015-06-15 10:00:00,1,185.25,333.2,104.88,42.64
2015-06-15 11:00:00,1,153.43,377.56,106.58,44.95
2015-06-15 12:00:00,1,148.66,369.34,92.38,37.94
2015-06-15 13:00:00,1,164.42,476.64,105.85,30.35
2015-06-15 14:00:00,1,171.56,428.87,108.52,34.23
2015-06-15 15:00:00,1,156.64,428.66,98.29,43.92
2015-06-15 16:00:00,1,171.85,320.67,96.5,40.38
2015-06-15 17:00:00,1,173.53,454.47,104.17,43.84
2015-06-15 18:00:00,1,184.47,469.83,91.04,33.83
2015-06-15 19:00:00,1,146.45,484.18,108.58,40.06
2015-06-15 20:00:00,1,148.57,338.24,104.19,35.26
2015-06-15 21:00:00,1,187.61,322.97,95.94,36.43
2015-06-15 22:00:00,1,141.2,379.54,90.16,43.96
2015-06-15 23:00:00,1,146.11,363.69,98.38,42.66
2015-06-16 00:00:00,1,168.85,327.96,105.16,41.93
2015-06-16 01:00:00,1,182.9,470.11,92.83,31.95
2015-06-16 02:00:00,1,145.53,494.37,94.9,44.27
2015-06-16 03:00:00,1,143.52,373.38,98.82,41.62
2015-06-16 04:00:00,1,179.76,464.67,96.99,34.08
2015-06-16 05:00:00,1,183.72,332.44,99.29,36.08
2015-06-16 06:00:00,1,170.02,405.53,109.85,38.24
2015-06-16 07:00:00,1,188.5,474.7,97.66,30.06
2015-06-16 08:00:00,1,176.45,346.54,109.87,39.09
2015-06-16 09:00:00,1,174.47,353.85,109.28,41.31
2015-06-16 10:00:00,1,147.3,327.96,102.09,33.92
2015-06-16 11:00:00,1,147.27,311.26,105.25,35.95
2015-06-16 12:00:00,1,176.09,362.85,94.93,43.41
2015-06-16 13:00:00,1,167.64,374.13,95.8,38.59
2015-06-16 14:00:00,1,164.74,419.49,100.12,44.49
2015-06-16 15:00:00,1,171.05,411.56,105.87,30.75
2015-06-16 16:00:00,1,189.0,427.0,100.45,36.0
2015-06-16 17:00:00,1,186.06,316.35,107.24,31.03
2015-06-16 18:00:00,1,161.75,314.82,107.71,34.59
2015-06-16 19:00:00,1,144.0,361.68,103.92,36.84
2015-06-16 20:00:00,1,184.44,395.25,102.93,35.45
2015-06-16 21:00:00,1,170.2,474.99,95.27,37.36
2015-06-16 22:00:00,1,145.29,335.33,94.3,31.93
2015-06-16 23:00:00,1,170.31,330.79,104.55,36.08
2015-06-17 00:00:00,1,145.25,315.27,95.96,38.36
2015-06-17 01:00:00,1,175.16,481.52,97.29,35.99
2015-06-17 02:00:00,1,176.39,323.91,105.59,37.33
2015-06-17 03:00:00,1,158.98,310.19,106.54,30.89
2015-06-17 04:00:00,1,171.54,435.76,94.75,40.47
2015-06-17 05:00:00,1,158.02,341.59,96.55,44.64
2015-06-17 06:00:00,1,162.29,342.6,104.98,44.05
2015-06-17 07:00:00,1,181.11,403.64,106.08,37.89
2015-06-17 08:00:00,1,163.99,439.99,100.39,41.05
2015-06-17 09:00:00,1,168.69,408.45,98.07,32.51
2015-06-17 10:00:00,1,140.42,397.55,105.02,37.64
2015-06-17 11:00:00,1,140.59,478.62,98.4,42.02
2015-06-17 12:00:00,1,150.57,313.77,104.92,41.71
2015-06-17 13:00:00,1,176.83,481.99,102.42,40.62
2015-06-17 14:00:00,1,187.66,496.4,90.63,38.2
2015-06-17 15:00:00,1,156.88,417.92,96.19,33.91
2015-06-17 16:00:00,1,156.08,406.21,106.03,32.56
2015-06-17 17:00:00,1,149.34,499.77,99.01,36.01
2015-06-17 18:00:00,1,156.53,495.86,106.65,41.36
2015-06-17 19:00:00,1,142.14,368.32,101.34,39.97
2015-06-17 20:00:00,1,189.21,471.93,99.79,41.71
2015-06-17 21:00:00,1,182.07,403.17,102.3,40.3
2015-06-17 22:00:00,1,168.12,436.93,103.7,43.39
2015-06-17 23:00:00,1,140.03,363.91,90.13,42.49
2015-06-18 00:00:00,1,152.63,314.16,97.28,31.21
2015-06-18 01:00:00,1,162.61,301.22,95.3,35.88
2015-06-18 02:00:00,1,156.57,329.72,93.27,42.36
2015-06-18 03:00:00,1,149.67,435.63,102.36,43.23
2015-06-18 04:00:00,1,176.14,472.47,91.81,30.31
2015-06-18 05:00:00,1,146.17,386.01,96.54,42.53
2015-06-18 06:00:00,1,178.87,347.2,109.13,38.94
2015-06-18 07:00:00,1,162.87,349.49,104.97,35.47
2015-06-18 08:00:00,1,158.62,305.57,97.32,30.78
2015-06-18 09:00:00,1,146.22,437.56,106.02,36.39
2015-06-18 10:00:00,1,156.92,318.66,103.89,42.1
2015-06-18 11:00:00,1,157.23,439.33,97.52,32.74
2015-06-18 12:00:00,1,145.32,312.0,102.15,30.86
2015-06-18 13:00:00,1,189.2,310.08,100.4,38.7
2015-06-18 14:00:00,1,177.72,357.02,98.43,41.72
2015-06-18 15:00:00,1,168.46,414.93,105.17,41.41
2015-06-18 16:00:00,1,163.09,397.3,102.08,42.15
2015-06-18 17:00:00,1,155.3,309.87,108.22,31.11
2015-06-18 18:00:00,1,152.52,363.19,103.84,44.63
2015-06-18 19:00:00,1,175.16,415.29,100.92,39.45
2015-06-18 20:00:00,1,161.54,329.03,101.05,44.45
2015-06-18 21:00:00,1,144.88,341.25,95.99,43.09
2015-06-18 22:00:00,1,165.52,366.65,108.65,41.62
2015-06-18 23:00:00,1,182.13,336.89,107.39,31.99
2015-06-19 00:00:00,1,143.98,456.06,105.9,34.98
2015-06-19 01:00:00,1,154.41,376.24,92.2,44.05
2015-06-19 02:00:00,1,142.57,445.22,99.67,30.78
2015-06-19 03:00:00,1,140.55,327.18,91.88,35.94
2015-06-19 04:00:00,1,146.98,342.48,105.8,41.83
2015-06-19 05:00:00,1,164.16,449.55,104.32,41.79
2015-06-19 06:00:00,1,168.19,337.88,92.2,42.02
2015-06-19 07:00:00,1,141.96,412.87,92.85,42.15
2015-06-19 08:00:00,1,174.85,315.86,108.2,32.38
2015-06-19 09:00:00,1,141.16,482.34,96.33,41.04
2015-06-19 10:00:00,1,183.32,320.84,92.05,37.02
2015-06-19 11:00:00,1,159.3,465.09,105.16,41.04
2015-06-19 12:00:00,1,185.2,445.16,92.67,36.82
2015-06-19 13:00:00,1,173.71,460.33,106.78,30.46
2015-06-19 14:00:00,1,150.55,369.24,98.96,42.5
2015-06-19 15:00:00,1,156.23,451.34,92.43,44.9
2015-06-19 16:00:00,1,143.31,488.06,104.26,43.61
2015-06-19 17:00:00,1,150.08,417.8,92.89,44.62
