datetime,machineID,errorID
2015-06-02 06:00:00,20,error3
2015-06-17 00:00:00,20,error1
2015-06-11 19:00:00,21,error1
2015-06-24 08:00:00,21,error5
2015-06-30 12:00:00,21,error5
2015-06-04 20:00:00,21,error1
2015-06-23 08:00:00,21,error4
2015-06-01 07:00:00,21,error4
2015-06-25 21:00:00,21,error2
2015-06-28 13:00:00,21,error2
2015-06-15 18:00:00,21,error5
2015-06-13 09:00:00,24,error2
2015-06-29 22:00:00,24,error5
2015-06-06 03:00:00,24,error3
2015-06-27 03:00:00,24,error3
2015-06-04 23:00:00,24,error3
2015-06-15 09:00:00,24,error3
2015-06-21 06:00:00,24,error4
2015-06-02 05:00:00,25,error3
2015-06-28 14:00:00,25,error4
2015-06-24 21:00:00,25,error4
2015-06-14 20:00:00,25,error1
2015-06-13 14:00:00,25,error2
2015-06-18 15:00:00,25,error5
2015-06-03 08:00:00,26,error2
2015-06-05 00:00:00,26,error5
2015-06-14 15:00:00,26,error3
2015-06-13 01:00:00,26,error3
2015-06-20 22:00:00,26,error2
2015-06-29 10:00:00,26,error4
2015-06-29 15:00:00,26,error4
2015-06-11 21:00:00,27,error5
2015-06-13 02:00:00,27,error4
2015-06-06 12:00:00,27,error1
2015-06-04 05:00:00,27,error4
2015-06-28 09:00:00,27,error1
2015-06-15 01:00:00,27,error1
2015-06-06 01:00:00,28,error5
2015-06-12 16:00:00,29,error2
2015-06-18 19:00:00,29,error5
2015-06-18 08:00:00,29,error1
2015-06-18 05:00:00,29,error2
2015-06-15 01:00:00,29,error1
2015-06-27 23:00:00,29,error2
2015-06-22 00:00:00,29,error4
2015-06-01 10:00:00,30,error3
2015-06-26 17:00:00,30,error5
2015-06-29 17:00:00,30,error4
2015-06-24 05:00:00,31,error5
2015-06-14 08:00:00,32,error2
2015-06-14 10:00:00,32,error4
2015-06-16 13:00:00,32,error4
2015-06-27 14:00:00,32,error3
2015-06-17 01:00:00,32,error2
2015-06-21 00:00:00,33,error2
2015-06-30 12:00:00,33,error1
2015-06-29 09:00:00,33,error1
2015-06-29 00:00:00,33,error3
2015-06-14 21:00:00,33,error5
2015-06-28 21:00:00,34,error2
2015-06-07 16:00:00,36,error4
2015-06-23 17:00:00,36,error4
2015-06-07 08:00:00,36,error1
2015-06-16 11:00:00,36,error4
2015-06-10 20:00:00,36,error5
2015-06-05 11:00:00,36,error3
2015-06-28 21:00:00,36,error2
2015-06-18 03:00:00,36,error2
2015-06-15 20:00:00,36,error4
2015-06-29 01:00:00,37,error4
2015-06-18 23:00:00,37,error4
2015-06-08 19:00:00,37,error5
2015-06-09 00:00:00,37,error2
2015-06-11 00:00:00,37,error2
2015-06-12 14:00:00,37,error3
2015-06-18 03:00:00,37,error4
2015-06-10 13:00:00,37,error5
2015-06-21 08:00:00,38,error2
2015-06-16 08:00:00,38,error2
2015-06-03 20:00:00,38,error1
2015-06-09 14:00:00,38,error4
2015-06-29 16:00:00,38,error5
2015-06-26 06:00:00,38,error1
2015-06-23 04:00:00,38,error3
2015-06-24 16:00:00,38,error2
2015-06-28 23:00:00,39,error4
2015-06-12 18:00:00,39,error2
2015-06-28 21:00:00,39,error2
2015-06-22 14:00:00,39,error3
2015-06-22 09:00:00,39,error4
2015-06-29 05:00:00,39,error1
2015-06-22 17:00:00,40,error4
2015-06-30 19:00:00,40,error3
2015-06-22 01:00:00,41,error2
2015-06-24 18:00:00,41,error5
2015-06-27 07:00:00,42,error5
2015-06-21 21:00:00,42,error3
2015-06-11 07:00:00,42,error1
2015-06-02 08:00:00,42,error5
2015-06-05 00:00:00,42,error3
2015-06-22 18:00:00,42,error1
2015-06-25 20:00:00,42,error1
2015-06-17 09:00:00,42,error2
2015-06-04 17:00:00,42,error1
2015-06-01 01:00:00,44,error2
2015-06-26 19:00:00,44,error3
2015-06-21 06:00:00,44,error5
2015-06-24 12:00:00,44,error3
2015-06-12 05:00:00,44,error2
2015-06-10 03:00:00,44,error1
2015-06-18 12:00:00,44,error2
2015-06-19 21:00:00,44,error1
2015-06-24 08:00:00,45,error4
2015-06-01 05:00:00,45,error3
2015-06-24 12:00:00,45,error2
2015-06-23 16:00:00,45,error4
2015-06-21 16:00:00,46,error3
2015-06-01 23:00:00,46,error4
2015-06-11 15:00:00,46,error2
2015-06-17 17:00:00,46,error4
2015-06-12 10:00:00,46,error2
2015-06-08 19:00:00,46,error1
2015-06-17 05:00:00,46,error5
2015-06-05 16:00:00,46,error1
2015-06-11 14:00:00,46,error3
2015-06-28 02:00:00,46,error5
2015-06-18 22:00:00,47,error3
2015-06-05 02:00:00,48,error5
2015-06-28 18:00:00,48,error1
2015-06-14 00:00:00,48,error1
2015-06-07 07:00:00,48,error5
2015-06-21 19:00:00,48,error3
2015-06-29 05:00:00,48,error3
2015-06-13 10:00:00,48,error1
2015-06-01 13:00:00,48,error4
2015-06-26 06:00:00,48,error2
2015-06-07 16:00:00,48,error5
2015-06-24 12:00:00,49,error4
2015-06-25 13:00:00,49,error2
2015-06-13 08:00:00,49,error2
2015-06-20 10:00:00,49,error4
2015-06-26 09:00:00,49,error2
2015-06-18 18:00:00,49,error4
2015-06-01 10:00:00,49,error2
2015-06-08 09:00:00,49,error4
2015-06-17 19:00:00,49,error2
2015-06-05 21:00:00,50,error3
2015-06-27 15:00:00,50,error2
2015-06-08 22:00:00,50,error2
2015-06-30 16:00:00,50,error4
2015-06-30 11:00:00,50,error1
2015-06-30 04:00:00,51,error4
2015-06-08 16:00:00,51,error2
2015-06-04 06:00:00,51,error1
2015-06-15 21:00:00,51,error1
2015-06-09 01:00:00,51,error4
2015-06-22 09:00:00,51,error2
2015-06-19 14:00:00,52,error1
2015-06-30 19:00:00,52,error1
2015-06-15 10:00:00,52,error2
2015-06-18 13:00:00,52,error5
2015-06-14 08:00:00,52,error2
2015-06-18 22:00:00,52,error2
2015-06-22 02:00:00,53,error4
2015-06-21 04:00:00,53,error2
2015-06-18 20:00:00,53,error5
2015-06-17 13:00:00,53,error5
2015-06-02 08:00:00,54,error4
2015-06-24 04:00:00,54,error5
2015-06-02 00:00:00,54,error1
2015-06-01 22:00:00,54,error3
2015-06-06 19:00:00,54,error4
2015-06-06 17:00:00,54,error2
2015-06-02 07:00:00,54,error3
2015-06-18 22:00:00,54,error2
2015-06-26 23:00:00,54,error4
2015-06-04 00:00:00,54,error5
2015-06-10 23:00:00,55,error5
2015-06-06 22:00:00,55,error2
2015-06-22 06:00:00,55,error4
2015-06-26 22:00:00,55,error4
2015-06-15 09:00:00,55,error5
2015-06-02 06:00:00,55,error1
2015-06-27 05:00:00,55,error2
2015-06-29 08:00:00,56,error1
2015-06-14 03:00:00,56,error4
2015-06-14 00:00:00,56,error4
2015-06-10 19:00:00,56,error3
2015-06-29 04:00:00,56,error4
2015-06-20 06:00:00,56,error2
2015-06-29 06:00:00,56,error2
2015-06-03 16:00:00,56,error1
2015-06-18 06:00:00,56,error5
2015-06-11 06:00:00,56,error3
2015-06-02 05:00:00,57,error5
2015-06-23 20:00:00,57,error4
2015-06-28 12:00:00,57,error4
2015-06-11 01:00:00,57,error3
2015-06-19 18:00:00,57,error4
2015-06-22 17:00:00,58,error3
2015-06-19 03:00:00,58,error2
2015-06-06 21:00:00,58,error4
2015-06-04 10:00:00,58,error2
2015-06-10 04:00:00,58,error4
2015-06-16 15:00:00,58,error4
2015-06-12 04:00:00,59,error1
2015-06-16 03:00:00,59,error4
2015-06-01 15:00:00,60,error4
2015-06-19 11:00:00,60,error2
2015-06-24 09:00:00,60,error4
2015-06-26 23:00:00,60,error3
2015-06-25 00:00:00,60,error2
2015-06-19 20:00:00,60,error4
2015-06-11 09:00:00,60,error5
2015-06-06 16:00:00,61,error5
2015-06-01 14:00:00,61,error5
2015-06-06 00:00:00,61,error4
2015-06-03 03:00:00,61,error4
2015-06-05 19:00:00,61,error2
2015-06-14 03:00:00,61,error4
2015-06-10 17:00:00,62,error2
2015-06-18 04:00:00,62,error4
2015-06-12 20:00:00,62,error4
2015-06-03 00:00:00,62,error1
2015-06-18 01:00:00,62,error5
2015-06-17 09:00:00,63,error3
2015-06-20 01:00:00,63,error3
2015-06-26 11:00:00,63,error1
2015-06-09 01:00:00,63,error3
2015-06-03 21:00:00,63,error5
2015-06-13 13:00:00,63,error2
2015-06-27 10:00:00,63,error1
2015-06-24 04:00:00,63,error3
2015-06-30 01:00:00,63,error3
2015-06-26 05:00:00,63,error3
2015-06-18 03:00:00,64,error4
2015-06-30 16:00:00,65,error2
2015-06-13 09:00:00,65,error4
2015-06-21 17:00:00,65,error2
2015-06-02 19:00:00,65,error2
2015-06-07 09:00:00,65,error3
2015-06-09 01:00:00,65,error2
2015-06-16 23:00:00,65,error2
2015-06-08 04:00:00,65,error1
2015-06-17 04:00:00,66,error4
2015-06-09 17:00:00,66,error2
2015-06-15 11:00:00,66,error1
2015-06-08 09:00:00,66,error5
2015-06-05 22:00:00,66,error1
2015-06-22 03:00:00,66,error3
2015-06-17 06:00:00,66,error5
2015-06-16 12:00:00,66,error4
2015-06-16 09:00:00,66,error5
2015-06-09 19:00:00,66,error1
2015-06-28 10:00:00,67,error2
2015-06-26 05:00:00,67,error5
2015-06-22 02:00:00,67,error4
2015-06-05 06:00:00,67,error5
2015-06-13 18:00:00,67,error3
2015-06-22 22:00:00,67,error1
2015-06-20 20:00:00,70,error3
2015-06-04 02:00:00,70,error3
2015-06-20 21:00:00,70,error4
2015-06-14 18:00:00,70,error1
2015-06-15 08:00:00,70,error5
2015-06-08 01:00:00,70,error3
2015-06-14 02:00:00,70,error3
2015-06-20 11:00:00,70,error1
2015-06-20 02:00:00,70,error5
2015-06-30 13:00:00,70,error1
2015-06-12 20:00:00,71,error5
2015-06-06 05:00:00,71,error1
2015-06-20 05:00:00,71,error4
2015-06-13 07:00:00,71,error2
2015-06-24 14:00:00,72,error4
2015-06-17 09:00:00,72,error4
2015-06-16 06:00:00,72,error1
2015-06-26 13:00:00,72,error4
2015-06-15 03:00:00,72,error1
2015-07-01 00:00:00,73,error2
2015-06-28 06:00:00,73,error5
2015-06-05 19:00:00,73,error2
2015-06-05 11:00:00,73,error2
2015-06-02 02:00:00,73,error3
2015-06-17 16:00:00,73,error2
2015-06-22 10:00:00,73,error3
2015-06-10 00:00:00,73,error2
2015-06-22 05:00:00,73,error3
2015-06-24 15:00:00,74,error2
2015-06-20 01:00:00,74,error5
2015-06-29 20:00:00,74,error1
2015-06-20 20:00:00,74,error3
2015-06-11 21:00:00,74,error4
2015-06-22 19:00:00,74,error2
2015-06-16 16:00:00,74,error5
2015-06-22 14:00:00,74,error4
2015-06-03 05:00:00,75,error5
2015-06-14 17:00:00,76,error4
2015-06-02 18:00:00,76,error1
2015-06-20 00:00:00,76,error2
2015-06-02 20:00:00,76,error5
2015-06-20 13:00:00,76,error5
2015-06-24 15:00:00,76,error5
2015-06-09 11:00:00,76,error1
2015-06-15 18:00:00,77,error5
2015-06-10 05:00:00,77,error2
2015-06-30 00:00:00,77,error3
2015-06-24 01:00:00,77,error1
2015-06-04 20:00:00,77,error3
2015-06-02 06:00:00,77,error1
2015-06-19 02:00:00,77,error1
2015-06-23 06:00:00,77,error3
2015-06-11 02:00:00,77,error3
2015-06-02 07:00:00,78,error3
2015-06-02 15:00:00,78,error3
2015-06-15 07:00:00,78,error3
2015-06-26 06:00:00,78,error5
2015-06-22 18:00:00,78,error3
2015-06-21 09:00:00,78,error5
2015-06-25 06:00:00,78,error2
2015-06-29 10:00:00,78,error1
2015-06-08 15:00:00,79,error4
2015-06-19 20:00:00,79,error3
2015-06-10 12:00:00,79,error1
2015-06-10 23:00:00,79,error4
2015-06-14 16:00:00,79,error4
2015-06-22 17:00:00,80,error4
2015-06-14 17:00:00,80,error1
2015-06-05 13:00:00,80,error4
2015-06-13 23:00:00,80,error2
2015-06-14 18:00:00,80,error4
2015-06-10 19:00:00,80,error4
2015-06-09 03:00:00,80,error4
2015-06-06 20:00:00,80,error4
2015-06-05 13:00:00,80,error3
2015-06-07 12:00:00,82,error1
2015-06-19 16:00:00,82,error2
2015-06-27 12:00:00,82,error5
2015-06-22 17:00:00,83,error5
2015-06-07 15:00:00,83,error1
2015-06-25 04:00:00,83,error3
2015-06-19 22:00:00,84,error5
2015-06-10 11:00:00,84,error2
2015-06-06 05:00:00,84,error3
2015-06-13 17:00:00,84,error5
2015-06-08 15:00:00,84,error1
2015-06-10 14:00:00,84,error4
2015-06-07 16:00:00,84,error1
2015-06-22 02:00:00,85,error3
2015-06-22 12:00:00,85,error1
2015-06-06 00:00:00,85,error3
2015-06-17 13:00:00,85,error2
2015-06-21 13:00:00,85,error3
2015-06-30 04:00:00,85,error1
2015-06-09 09:00:00,85,error5
2015-06-21 18:00:00,85,error4
2015-06-23 22:00:00,85,error1
2015-06-17 21:00:00,85,error4
2015-06-22 21:00:00,86,error1
2015-06-10 01:00:00,86,error3
2015-06-20 03:00:00,86,error1
2015-06-17 07:00:00,86,error5
2015-06-12 23:00:00,86,error1
2015-06-28 16:00:00,86,error5
2015-06-20 18:00:00,86,error5
2015-06-10 09:00:00,86,error3
2015-06-19 20:00:00,86,error1
2015-06-21 09:00:00,86,error1
2015-06-30 00:00:00,87,error5
2015-06-24 23:00:00,87,error5
2015-06-15 09:00:00,87,error4
2015-06-27 07:00:00,87,error3
2015-06-30 21:00:00,87,error5
2015-06-03 04:00:00,87,error1
2015-06-22 17:00:00,87,error2
2015-06-13 14:00:00,88,error2
2015-06-07 16:00:00,88,error1
2015-06-30 15:00:00,88,error4
2015-06-13 13:00:00,88,error4
2015-06-14 23:00:00,88,error1
2015-06-07 13:00:00,88,error5
2015-06-29 10:00:00,88,error2
2015-06-22 15:00:00,92,error2
2015-06-16 21:00:00,92,error5
2015-06-02 02:00:00,93,error3
2015-06-10 13:00:00,93,error2
2015-06-02 03:00:00,93,error3
2015-06-02 00:00:00,93,error2
2015-06-14 09:00:00,93,error2
2015-06-04 02:00:00,93,error3
2015-06-04 07:00:00,93,error4
2015-06-11 16:00:00,93,error4
2015-06-10 14:00:00,94,error5
2015-06-20 15:00:00,94,error5
2015-06-17 11:00:00,94,error4
2015-06-12 23:00:00,95,error3
2015-06-30 16:00:00,95,error5
2015-06-07 20:00:00,95,error1
2015-06-21 00:00:00,95,error1
2015-06-08 15:00:00,96,error1
2015-06-20 11:00:00,96,error1
2015-06-10 11:00:00,96,error1
2015-06-08 13:00:00,96,error3
2015-06-21 19:00:00,96,error2
2015-06-10 21:00:00,97,error5
2015-06-20 04:00:00,97,error5
2015-06-18 10:00:00,98,error5
2015-06-11 14:00:00,98,error1
2015-06-02 10:00:00,98,error1
2015-06-13 05:00:00,98,error2
2015-06-17 10:00:00,98,error5
2015-06-26 15:00:00,98,error4
2015-06-23 15:00:00,98,error2
2015-06-14 19:00:00,98,error1
2015-06-20 11:00:00,99,error3
2015-06-29 17:00:00,99,error3
2015-06-13 16:00:00,99,error1
2015-06-27 07:00:00,99,error4
2015-06-03 03:00:00,99,error3
2015-06-12 01:00:00,99,error2
2015-06-10 08:00:00,99,error1
2015-06-09 17:00:00,99,error5
2015-06-12 12:00:00,99,error4
2015-06-06 02:00:00,100,error3
2015-06-12 13:00:00,100,error4
2015-06-21 12:00:00,100,error2
2015-06-15 04:00:00,100,error4
2015-06-06 07:00:00,100,error5
2015-06-14 00:00:00,100,error2
2015-06-26 01:00:00,100,error3
2015-06-30 20:00:00,100,error2
